Date,close,high,low,open,volume,symbol
2023-01-27,2640.951416015625,2689.645255344979,2605.2558621308267,2683.5827989359163,1801498,ASIANPAINT
2023-01-30,2683.19482421875,2692.700803814179,2615.3438552896177,2642.2611633969104,1171912,ASIANPAINT
2023-01-31,2644.0556640625,2696.532146256415,2636.4896708695137,2677.1808321694366,1961805,ASIANPAINT
2023-02-01,2661.41845703125,2694.6407193194764,2623.637274726268,2667.2869624042296,1176872,ASIANPAINT
2023-02-02,2624.461669921875,2658.7510198656564,2613.1613453185255,2658.7510198656564,1308570,ASIANPAINT
2023-02-03,2677.568603515625,2680.9635790423044,2618.981120581098,2624.461486348286,1278409,ASIANPAINT
2023-02-06,2671.554931640625,2682.030904416843,2636.4412290072255,2677.568841459375,1120284,ASIANPAINT
2023-02-07,2675.289306640625,2691.2456445191115,2665.686233616233,2679.1207317216745,732250,ASIANPAINT
2023-02-08,2682.61279296875,2700.460569825046,2661.951894263398,2684.9406814927183,811956,ASIANPAINT
2023-02-09,2730.142333984375,2735.7197936147795,2683.145984690344,2698.4719211246543,946372,ASIANPAINT
2023-02-10,2720.442626953125,2746.001801959138,2709.190612747159,2745.0803559163837,700072,ASIANPAINT
2023-02-13,2707.00830078125,2744.110537636892,2696.5808747368537,2730.0456373909624,467228,ASIANPAINT
2023-02-14,2693.670654296875,2720.587960979172,2682.0307378937196,2720.587960979172,524746,ASIANPAINT
2023-02-15,2702.546142578125,2714.3317006651055,2671.360959580514,2693.6708005646656,817717,ASIANPAINT
2023-02-16,2721.751953125,2749.299897852454,2706.3777053609297,2713.0705626845715,788964,ASIANPAINT
2023-02-17,2748.57275390625,2760.455170293517,2701.9159874883103,2718.8423210198775,840526,ASIANPAINT
2023-02-20,2740.763916015625,2766.420184883457,2727.7175568264342,2759.630233518035,646218,ASIANPAINT
2023-02-21,2732.5673828125,2753.519089583385,2720.8303727531757,2751.8701488416255,631934,ASIANPAINT
2023-02-22,2712.052001953125,2729.5118767318904,2696.580660275994,2725.6319045588316,580270,ASIANPAINT
2023-02-23,2624.752685546875,2721.364089497919,2619.0783682083215,2720.830545949496,1790570,ASIANPAINT
2023-02-24,2656.325927734375,2679.120764068776,2628.6811262224414,2630.7182063228875,1429040,ASIANPAINT
2023-02-27,2667.3837890625,2675.8712282359784,2643.2796038986467,2658.1688551027232,561317,ASIANPAINT
2023-02-28,2743.91650390625,2753.810386074111,2645.6076093816264,2667.4810009523794,1815923,ASIANPAINT
2023-03-01,2755.6533203125,2767.68137691662,2731.5491337154585,2743.1405039700676,816598,ASIANPAINT
2023-03-02,2748.863037109375,2763.5100259707947,2726.650292384663,2746.0501521668375,604523,ASIANPAINT
